ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,member_casual,tripduration_minutes,day_of_week,month,year,hour
E0D835E91567A35F,electric_bike,6/25/2023 13:04:15,6/25/2023 13:20:02,,,,,casual,15,Sunday,June,2023,13
35E0B621D4B10C10,electric_bike,8/3/2023 14:02:35,8/3/2023 14:06:48,,,,,member,4,Thursday,August,2023,14
E97348657755CC7F,electric_bike,6/25/2023 1:13:19,6/25/2023 1:18:13,,,,,member,4,Sunday,June,2023,1
35A7DD5AACE40933,electric_bike,9/22/2023 18:41:28,9/22/2023 19:24:22,,,,,casual,42,Friday,September,2023,18
9CDA7D5CFBF0BEB8,electric_bike,9/1/2023 20:10:39,9/1/2023 20:25:40,,,,,casual,15,Friday,September,2023,20
DE4BA0BAE4A322A1,electric_bike,9/27/2023 10:57:24,9/27/2023 11:03:52,,,,,member,6,Wednesday,September,2023,10
F6F602BBD5E38B2E,electric_bike,7/28/2023 18:51:50,7/28/2023 19:05:36,,,,,member,13,Friday,July,2023,18
5B13E343A83333CE,electric_bike,11/30/2023 6:28:49,11/30/2023 6:35:05,,,,,member,6,Thursday,November,2023,6
4060BDC3E509F7FD,electric_bike,8/12/2023 10:06:55,8/12/2023 10:16:54,,,,,member,9,Saturday,August,2023,10
3038D1200E7B49AE,electric_bike,6/19/2023 18:19:59,6/19/2023 18:24:12,,,,,member,4,Monday,June,2023,18
111B378AE411C51A,electric_bike,6/18/2023 20:31:48,6/18/2023 20:54:28,,,,,casual,22,Sunday,June,2023,20
1E094FA3A109E7EB,electric_bike,8/24/2023 17:00:20,8/24/2023 17:12:39,,,,,member,12,Thursday,August,2023,17
AA7E323ABDE4695A,electric_bike,8/11/2023 18:37:10,8/11/2023 18:51:10,,,,,casual,14,Friday,August,2023,18
A28B698FCF125E17,electric_bike,9/14/2023 18:37:39,9/14/2023 18:50:01,,,,,member,12,Thursday,September,2023,18
4A2597943A5142FA,electric_bike,1/30/2023 17:45:36,1/30/2023 17:51:37,,,,,member,6,Monday,January,2023,17
41C90DCFEB7BE921,electric_bike,8/12/2023 13:10:55,8/12/2023 13:19:24,,,,,casual,8,Saturday,August,2023,13
BA7CF0B8F164AEBE,electric_bike,12/21/2023 14:43:01,12/21/2023 14:48:50,,,,,member,5,Thursday,December,2023,14
7F79F9F69ED32F00,electric_bike,8/19/2023 15:03:26,8/19/2023 15:52:36,,,,,casual,49,Saturday,August,2023,15
5375D4C5E03EA506,electric_bike,8/25/2023 7:45:56,8/25/2023 8:12:19,,,,,casual,26,Friday,August,2023,7
8FAD8CAEBCD25DDD,electric_bike,6/9/2023 23:22:22,6/9/2023 23:29:56,,,,,casual,7,Friday,June,2023,23
48BBE902D244FE41,electric_bike,9/29/2023 17:07:25,9/29/2023 17:24:01,,,,,member,16,Friday,September,2023,17
AFC3DACFE77F1A64,electric_bike,6/26/2023 15:02:55,6/26/2023 15:05:44,,,,,member,2,Monday,June,2023,15
89A7DC42DF87C916,electric_bike,9/10/2023 21:22:27,9/10/2023 21:36:57,,,,,casual,14,Sunday,September,2023,21
AE519B53A9BEACDE,electric_bike,8/19/2023 11:30:24,8/19/2023 11:39:28,,,,,member,9,Saturday,August,2023,11
5ACDDF4359DD74B9,electric_bike,8/18/2023 13:30:03,8/18/2023 13:38:25,,,,,casual,8,Friday,August,2023,13
BC8D183DB24CA3C6,electric_bike,12/13/2023 17:20:54,12/13/2023 17:27:16,,,,,member,6,Wednesday,December,2023,17
D3A1C48CF11E9BDA,electric_bike,9/1/2023 16:09:45,9/1/2023 16:13:47,,,,,casual,4,Friday,September,2023,16
E8D1908018804628,electric_bike,9/6/2023 16:47:14,9/6/2023 16:53:10,,,,,casual,5,Wednesday,September,2023,16
557BA3C2B217CE61,electric_bike,8/4/2023 22:05:57,8/4/2023 22:10:17,,,,,casual,4,Friday,August,2023,22
E339B850F1CE95D4,electric_bike,6/16/2023 0:05:37,6/16/2023 0:13:19,,,,,member,7,Friday,June,2023,0
A651EFAE8FB29FB1,electric_bike,2/19/2023 16:10:44,2/19/2023 16:43:58,,,,,member,33,Sunday,February,2023,16
7DF2D08277463720,electric_bike,9/21/2023 21:00:41,9/21/2023 21:17:12,,,,,member,16,Thursday,September,2023,21
87101EF381014CCD,electric_bike,3/30/2023 16:02:58,3/30/2023 16:11:33,,,,,member,8,Thursday,March,2023,16
C37ED82340EBC70A,electric_bike,3/19/2023 19:55:01,3/19/2023 19:57:41,,,,,member,2,Sunday,March,2023,19
1FCC16819D9216D7,electric_bike,8/27/2023 9:44:20,8/27/2023 10:10:11,,,,,member,25,Sunday,August,2023,9
911A66E9F586A53A,electric_bike,6/7/2023 17:56:31,6/7/2023 18:34:59,,,,,casual,38,Wednesday,June,2023,17
FD40EEC90B1D383B,electric_bike,2/15/2023 12:49:48,2/15/2023 12:55:33,,,,,casual,5,Wednesday,February,2023,12
23055BF58F39C1C9,electric_bike,9/20/2023 11:25:10,9/20/2023 11:31:11,,,,,casual,6,Wednesday,September,2023,11
23BD1A226150F2CD,electric_bike,4/26/2023 21:50:24,4/26/2023 21:58:14,,,,,casual,7,Wednesday,April,2023,21
EA42D2B198B962A5,electric_bike,9/9/2023 21:19:55,9/9/2023 21:27:27,,,,,casual,7,Saturday,September,2023,21
0284136C182937FA,electric_bike,11/19/2023 14:38:05,11/19/2023 14:46:42,,,,,member,8,Sunday,November,2023,14
920A0928D29417A6,electric_bike,3/5/2023 22:00:28,3/5/2023 22:09:19,,,,,casual,8,Sunday,March,2023,22
A6AC0EACF35497EF,electric_bike,9/12/2023 12:37:20,9/12/2023 12:45:14,,,,,member,7,Tuesday,September,2023,12
E19F5AB614598851,electric_bike,6/14/2023 17:58:38,6/14/2023 18:12:43,,,,,casual,14,Wednesday,June,2023,17
9EF0A66857299F90,electric_bike,9/11/2023 18:41:16,9/11/2023 19:00:00,,,,,member,18,Monday,September,2023,18
21FB8489D4F10683,electric_bike,2/16/2023 4:54:48,2/16/2023 5:00:51,,,,,member,6,Thursday,February,2023,4
1E77BA6F9ADB4543,electric_bike,6/9/2023 21:00:23,6/9/2023 21:03:59,,,,,member,3,Friday,June,2023,21
AD35F16BE93707B7,electric_bike,3/24/2023 11:50:40,3/24/2023 11:54:13,,,,,member,3,Friday,March,2023,11
A1F02DDB7E2862FE,electric_bike,3/7/2023 13:13:47,3/7/2023 13:32:57,,,,,member,19,Tuesday,March,2023,13
7C3AD72506272E4A,electric_bike,4/9/2023 10:00:01,4/9/2023 10:05:11,,,,,casual,5,Sunday,April,2023,10
20FF13F7B35FB4FB,electric_bike,3/8/2023 15:27:46,3/8/2023 16:18:51,,,,,casual,51,Wednesday,March,2023,15
833985B89F95694D,electric_bike,8/3/2023 11:00:59,8/3/2023 11:05:52,,,,,member,4,Thursday,August,2023,11
367A3EE72D7E4131,electric_bike,2/18/2023 18:12:12,2/18/2023 18:16:20,,,,,member,4,Saturday,February,2023,18
9339A48AD8C61585,electric_bike,9/5/2023 17:18:21,9/5/2023 17:29:41,,,,,member,11,Tuesday,September,2023,17
ECB85EE56853D5F8,electric_bike,8/30/2023 23:46:14,8/30/2023 23:49:32,,,,,casual,3,Wednesday,August,2023,23
294527444DB329AA,electric_bike,9/1/2023 22:12:27,9/1/2023 22:13:46,,,,,casual,1,Friday,September,2023,22
55EE3BD50F28C79A,electric_bike,9/12/2023 19:30:37,9/12/2023 19:37:10,,,,,member,6,Tuesday,September,2023,19
89B6B41EDCA940F4,electric_bike,8/13/2023 21:17:16,8/13/2023 21:20:32,,,,,casual,3,Sunday,August,2023,21
F40FD792F1B048FA,electric_bike,8/21/2023 19:54:16,8/21/2023 19:59:41,,,,,member,5,Monday,August,2023,19
455D867C33B6075A,electric_bike,9/6/2023 9:32:21,9/6/2023 9:37:44,,,,,member,5,Wednesday,September,2023,9
5E2D0BA29B9315B3,electric_bike,3/28/2023 8:07:50,3/28/2023 8:20:38,,,,,member,12,Tuesday,March,2023,8
D1B44EBA7E74428A,electric_bike,8/29/2023 16:18:28,8/29/2023 16:25:52,,,,,casual,7,Tuesday,August,2023,16
8771B8145FB72C3D,electric_bike,6/19/2023 17:38:26,6/19/2023 17:45:21,,,,,casual,6,Monday,June,2023,17
1DF0EADC26540E7C,electric_bike,8/11/2023 18:48:52,8/11/2023 19:04:07,,,,,casual,15,Friday,August,2023,18
A950A41D1309780D,electric_bike,9/15/2023 11:53:54,9/15/2023 12:11:16,,,,,casual,17,Friday,September,2023,11
9748062D6F41EF72,electric_bike,9/16/2023 10:30:50,9/16/2023 10:38:58,,,,,member,8,Saturday,September,2023,10
88AADA457BF5070E,electric_bike,8/9/2023 17:17:04,8/9/2023 17:33:23,,,,,member,16,Wednesday,August,2023,17
9CE27173A920B3A8,electric_bike,6/9/2023 18:07:53,6/9/2023 18:11:20,,,,,casual,3,Friday,June,2023,18
A9B13C93CBFA711E,electric_bike,8/22/2023 18:48:09,8/22/2023 19:05:29,,,,,casual,17,Tuesday,August,2023,18
1A6746DBF1383D93,electric_bike,6/10/2023 18:31:17,6/10/2023 18:55:48,,,,,member,24,Saturday,June,2023,18
D71431F13884E870,electric_bike,9/9/2023 18:40:01,9/9/2023 19:05:14,,,,,casual,25,Saturday,September,2023,18
5C7D78D80C0396EC,electric_bike,2/13/2023 18:24:00,2/13/2023 18:39:02,,,,,member,15,Monday,February,2023,18
84DAEDBF169E5E82,electric_bike,9/24/2023 12:18:54,9/24/2023 12:27:31,,,,,member,8,Sunday,September,2023,12
F905B2455C3627E9,electric_bike,1/12/2023 21:44:36,1/12/2023 21:47:21,,,,,casual,2,Thursday,January,2023,21
7CB47FB80930EF63,electric_bike,7/23/2023 8:31:26,7/23/2023 8:49:59,,,,,casual,18,Sunday,July,2023,8
BBD30E40B0C6CA11,electric_bike,8/15/2023 18:26:32,8/15/2023 18:35:46,,,,,member,9,Tuesday,August,2023,18
1A923359E3FD76BB,electric_bike,2/16/2023 5:30:14,2/16/2023 5:57:04,,,,,member,26,Thursday,February,2023,5
71A32C351BF4BFAB,electric_bike,12/9/2023 14:07:36,12/9/2023 14:25:41,,,,,member,18,Saturday,December,2023,14
2A73AD0E458B43FC,electric_bike,6/2/2023 18:19:24,6/2/2023 18:20:56,,,,,casual,1,Friday,June,2023,18
A9C65434997556F0,electric_bike,9/8/2023 14:33:13,9/8/2023 14:37:56,,,,,casual,4,Friday,September,2023,14
E2C8DDB0793E3EEA,electric_bike,4/27/2023 15:42:05,4/27/2023 15:55:30,,,,,member,13,Thursday,April,2023,15
7AB0AD58FD4B1D95,electric_bike,12/30/2023 17:05:04,12/30/2023 17:13:52,,,,,member,8,Saturday,December,2023,17
6AA717ED0EE95FDA,electric_bike,8/28/2023 21:18:13,8/28/2023 21:19:30,,,,,casual,1,Monday,August,2023,21
AD026DDAC3B6F32F,electric_bike,8/6/2023 8:27:03,8/6/2023 8:30:13,,,,,member,3,Sunday,August,2023,8
BFD6D54BE97CB93B,electric_bike,6/10/2023 16:06:58,6/10/2023 16:18:23,,,,,member,11,Saturday,June,2023,16
12E5B9CD1C6663B2,electric_bike,8/31/2023 18:31:03,8/31/2023 18:33:20,,,,,member,2,Thursday,August,2023,18
FA4CB709EC97B532,electric_bike,4/13/2023 18:19:55,4/13/2023 18:24:37,,,,,member,4,Thursday,April,2023,18
B5D601EB99AB0C95,electric_bike,6/17/2023 12:18:17,6/17/2023 12:28:30,,,,,casual,10,Saturday,June,2023,12
69765077DC40E731,electric_bike,12/13/2023 13:02:17,12/13/2023 13:06:35,,,,,member,4,Wednesday,December,2023,13
4F82564B9AE5D710,electric_bike,6/22/2023 22:35:53,6/22/2023 22:48:05,,,,,casual,12,Thursday,June,2023,22
81396150813CC213,electric_bike,8/17/2023 7:40:49,8/17/2023 7:43:53,,,,,member,3,Thursday,August,2023,7
22EC63EF9DD2F2D6,electric_bike,11/3/2023 13:39:02,11/3/2023 13:46:18,,,,,casual,7,Friday,November,2023,13
446FF11803FEA3E8,electric_bike,6/26/2023 18:06:27,6/26/2023 18:10:12,,,,,member,3,Monday,June,2023,18
A32DF6BA71BA01C3,electric_bike,6/23/2023 19:14:19,6/23/2023 19:24:12,,,,,casual,9,Friday,June,2023,19
237B55D3E6B31722,electric_bike,6/7/2023 19:57:09,6/7/2023 20:08:22,,,,,member,11,Wednesday,June,2023,19
F011CDEBB8D7ABD8,electric_bike,12/18/2023 4:50:53,12/18/2023 4:53:03,,,,,casual,2,Monday,December,2023,4
F21FFB0CD87279DB,electric_bike,6/19/2023 19:39:39,6/19/2023 19:42:03,,,,,member,2,Monday,June,2023,19
2EE20D95800C6F50,electric_bike,7/21/2023 14:49:14,7/21/2023 14:55:47,,,,,member,6,Friday,July,2023,14
CA0B59572B0F6EC3,electric_bike,4/15/2023 15:09:47,4/15/2023 15:14:03,,,,,casual,4,Saturday,April,2023,15
9EEE089425423953,electric_bike,4/27/2023 12:07:08,4/27/2023 12:09:34,,,,,member,2,Thursday,April,2023,12
DC84D685571F7EC3,electric_bike,11/12/2023 12:43:37,11/12/2023 13:00:34,,,,,member,16,Sunday,November,2023,12
BAE537AAEAD70F97,electric_bike,11/7/2023 9:29:30,11/7/2023 9:32:06,,,,,member,2,Tuesday,November,2023,9
A2CD9BAE89AB2690,electric_bike,5/26/2023 0:10:46,5/26/2023 0:18:27,,,,,member,7,Friday,May,2023,0
2149605BCD5CDF90,electric_bike,5/29/2023 20:46:22,5/29/2023 21:05:15,,,,,member,18,Monday,May,2023,20
56CA85A263C50E5F,electric_bike,7/24/2023 15:43:40,7/24/2023 16:12:04,,,,,member,28,Monday,July,2023,15
748CFB4187C66AEC,electric_bike,10/21/2023 11:59:34,10/21/2023 12:03:36,,,,,member,4,Saturday,October,2023,11
66BD77209CD36376,electric_bike,9/12/2023 22:01:47,9/12/2023 22:32:31,,,,,casual,30,Tuesday,September,2023,22
E585607B6DCA600F,electric_bike,7/2/2023 11:34:33,7/2/2023 12:03:12,,,,,member,28,Sunday,July,2023,11
10CD2D7701443A03,electric_bike,5/5/2023 15:41:23,5/5/2023 16:04:11,,,,,casual,22,Friday,May,2023,15
5C0193BDA57D1788,electric_bike,7/9/2023 17:42:34,7/9/2023 17:58:11,,,,,casual,15,Sunday,July,2023,17
161D40026B1D0A04,electric_bike,7/28/2023 18:54:04,7/28/2023 18:55:22,,,,,casual,1,Friday,July,2023,18
9D5340897F1215F3,electric_bike,4/14/2023 0:11:59,4/14/2023 0:24:04,,,,,member,12,Friday,April,2023,0
8ECEEBFAD5A5DF97,electric_bike,10/3/2023 16:24:21,10/3/2023 16:55:13,,,,,member,30,Tuesday,October,2023,16
BDCEBD07ED78BB24,electric_bike,7/15/2023 0:02:28,7/15/2023 0:30:09,,,,,member,27,Saturday,July,2023,0
F4B7F87F11D2A336,electric_bike,7/13/2023 15:06:27,7/13/2023 15:18:10,,,,,member,11,Thursday,July,2023,15
E23CF3C7550D44C0,electric_bike,5/5/2023 11:48:41,5/5/2023 12:05:48,,,,,casual,17,Friday,May,2023,11
2D1FEDC8BEAB200A,electric_bike,5/30/2023 20:59:18,5/30/2023 21:00:42,,,,,casual,1,Tuesday,May,2023,20
2EB57E7D918AD3B3,electric_bike,7/22/2023 15:27:28,7/22/2023 15:28:29,,,,,casual,1,Saturday,July,2023,15
DAFF21FEBFFBBD16,electric_bike,7/25/2023 20:09:47,7/25/2023 20:26:20,,,,,member,16,Tuesday,July,2023,20
D830C47DBC49D806,electric_bike,4/1/2023 0:37:41,4/1/2023 0:52:22,,,,,member,14,Saturday,April,2023,0
3474E24CCC0DE6D9,electric_bike,11/11/2023 17:22:59,11/11/2023 17:28:40,,,,,member,5,Saturday,November,2023,17
14A740EF4A46CA83,electric_bike,10/9/2023 17:43:58,10/9/2023 17:50:51,,,,,member,6,Monday,October,2023,17
1924AA641F3D2827,electric_bike,10/3/2023 17:13:32,10/3/2023 17:18:05,,,,,member,4,Tuesday,October,2023,17
199238129C266B18,electric_bike,9/16/2023 1:01:09,9/16/2023 1:37:20,,,,,casual,36,Saturday,September,2023,1
64F616FB55985EE6,electric_bike,12/28/2023 16:27:04,12/28/2023 16:44:14,,,,,member,17,Thursday,December,2023,16
D0DDAA82A70D4954,electric_bike,1/13/2023 13:49:29,1/13/2023 13:55:31,,,,,member,6,Friday,January,2023,13
EC1875A7703E7EE4,electric_bike,7/13/2023 22:29:57,7/13/2023 22:39:09,,,,,member,9,Thursday,July,2023,22
45E1BEFE9726067C,electric_bike,4/27/2023 8:50:05,4/27/2023 9:20:18,,,,,member,30,Thursday,April,2023,8
ACFEC881D5055296,electric_bike,4/28/2023 16:41:35,4/28/2023 16:49:46,,,,,casual,8,Friday,April,2023,16
502361BC995BB009,electric_bike,4/13/2023 23:19:02,4/13/2023 23:22:07,,,,,member,3,Thursday,April,2023,23
57BFC10E4F5AF49F,electric_bike,5/8/2023 6:28:53,5/8/2023 6:31:30,,,,,member,2,Monday,May,2023,6
A2DC9E7C72C5E491,electric_bike,4/14/2023 16:10:49,4/14/2023 16:16:15,,,,,member,5,Friday,April,2023,16
F9079FD112577E82,electric_bike,12/23/2023 15:58:40,12/23/2023 16:02:07,,,,,member,3,Saturday,December,2023,15
C7697AC1B8E219B4,electric_bike,2/23/2023 15:16:27,2/23/2023 15:22:16,,,,,member,5,Thursday,February,2023,15
E5DB9F803EC643B6,electric_bike,9/10/2023 17:30:15,9/10/2023 17:42:38,,,,,casual,12,Sunday,September,2023,17
3C76DC63E266BAE6,electric_bike,5/13/2023 8:56:04,5/13/2023 9:19:29,,,,,member,23,Saturday,May,2023,8
FE43B2F527F79C6D,electric_bike,11/6/2023 7:23:49,11/6/2023 7:24:51,,,,,casual,1,Monday,November,2023,7
922188CD70A8AE92,electric_bike,10/21/2023 15:27:36,10/21/2023 16:05:31,,,,,member,37,Saturday,October,2023,15
B92CDC96DFA48C50,electric_bike,4/24/2023 19:33:57,4/24/2023 19:38:35,,,,,member,4,Monday,April,2023,19
1223EEAF9E69F779,electric_bike,4/8/2023 14:08:28,4/8/2023 14:15:37,,,,,member,7,Saturday,April,2023,14
43E94F1A90303957,electric_bike,7/19/2023 17:53:35,7/19/2023 17:58:41,,,,,member,5,Wednesday,July,2023,17
F48E61AF983C484D,electric_bike,5/1/2023 7:18:52,5/1/2023 7:24:06,,,,,member,5,Monday,May,2023,7
6D525B688835DD5C,electric_bike,4/15/2023 10:08:11,4/15/2023 10:12:00,,,,,member,3,Saturday,April,2023,10
5DC57AC23FC4BF48,electric_bike,7/28/2023 16:29:33,7/28/2023 16:35:51,,,,,member,6,Friday,July,2023,16
1764B5FF698E896D,electric_bike,10/17/2023 13:59:29,10/17/2023 14:11:06,,,,,casual,11,Tuesday,October,2023,13
C12E9BE4D4D2CAEE,electric_bike,10/29/2023 14:19:12,10/29/2023 14:27:11,,,,,member,7,Sunday,October,2023,14
E593987B23BA6169,electric_bike,11/18/2023 18:11:10,11/18/2023 18:33:22,,,,,casual,22,Saturday,November,2023,18
3434A7324C252B9C,electric_bike,5/25/2023 17:50:36,5/25/2023 17:54:40,,,,,member,4,Thursday,May,2023,17
1A036839CCA688EB,electric_bike,10/1/2023 15:39:03,10/1/2023 15:40:11,,,,,casual,1,Sunday,October,2023,15
52ABECA69789C776,electric_bike,4/15/2023 16:00:19,4/15/2023 16:09:26,,,,,member,9,Saturday,April,2023,16
7F0FE5CB84829432,electric_bike,12/19/2023 17:14:03,12/19/2023 17:26:09,,,,,member,12,Tuesday,December,2023,17
A23528B7A941C4F2,electric_bike,8/1/2023 8:03:10,8/1/2023 8:19:19,,,,,member,16,Tuesday,August,2023,8
98371D13B065FFB1,electric_bike,11/21/2023 15:02:20,11/21/2023 15:07:17,,,,,member,4,Tuesday,November,2023,15
A01C9C252F8252EC,electric_bike,10/18/2023 11:47:12,10/18/2023 11:52:40,,,,,member,5,Wednesday,October,2023,11
A2F8D6A2E391E467,electric_bike,11/1/2023 0:01:46,11/1/2023 0:02:54,,,,,casual,1,Wednesday,November,2023,0
11AB5C9DD88D8F3B,electric_bike,5/29/2023 15:28:39,5/29/2023 16:19:20,,,,,casual,50,Monday,May,2023,15
B3F6C54BC8904B50,electric_bike,11/22/2023 21:35:45,11/22/2023 21:42:50,,,,,casual,7,Wednesday,November,2023,21
9A86C7A6BCF36874,electric_bike,11/17/2023 22:49:38,11/17/2023 23:10:14,,,,,casual,20,Friday,November,2023,22
8A62FC7BD53B16FA,electric_bike,11/19/2023 17:12:40,11/19/2023 17:17:29,,,,,member,4,Sunday,November,2023,17
2E7669BE3FA05681,electric_bike,10/8/2023 10:28:29,10/8/2023 10:52:31,,,,,member,24,Sunday,October,2023,10
834B5499808AA684,electric_bike,9/7/2023 15:02:48,9/7/2023 15:07:35,,,,,member,4,Thursday,September,2023,15
0170A8CC63229C2F,electric_bike,10/26/2023 16:30:26,10/26/2023 16:40:14,,,,,member,9,Thursday,October,2023,16
AA8E618D6BD6A44C,electric_bike,6/16/2023 16:13:40,6/16/2023 16:52:36,,,,,casual,38,Friday,June,2023,16
849AE0394802C85E,electric_bike,10/7/2023 13:20:33,10/7/2023 14:00:39,,,,,casual,40,Saturday,October,2023,13
B4610F37AE1FCE1D,electric_bike,10/20/2023 17:47:28,10/20/2023 17:53:46,,,,,member,6,Friday,October,2023,17
B434B83C78458D3A,electric_bike,7/30/2023 16:11:07,7/30/2023 16:58:29,,,,,member,47,Sunday,July,2023,16
BBC380A2D4BEFC37,electric_bike,5/27/2023 19:26:19,5/27/2023 19:27:42,,,,,casual,1,Saturday,May,2023,19
D1AEB7F71B631554,electric_bike,7/20/2023 18:57:24,7/20/2023 18:58:44,,,,,casual,1,Thursday,July,2023,18
1B9300869FA04575,electric_bike,10/2/2023 16:23:47,10/2/2023 16:28:13,,,,,member,4,Monday,October,2023,16
2D136F33A4DFF3E0,electric_bike,10/9/2023 14:57:35,10/9/2023 15:07:38,,,,,member,10,Monday,October,2023,14
311F93B44544B2BF,electric_bike,4/14/2023 15:02:12,4/14/2023 15:32:22,,,,,casual,30,Friday,April,2023,15
3DE8CBCB14EF3E78,electric_bike,7/20/2023 19:56:34,7/20/2023 20:00:00,,,,,member,3,Thursday,July,2023,19
